data;hora;Número do pedido;Produto;Valor total de itens;forma de pagamento
19/05/2026;19:23:30;0696;Refrigerante lata,3xLombo salada;54,60;Cartão de Débito
19/05/2026;19:34:00;0365;Filé salada;19,90;Cartão de Crédito
19/05/2026;19:38:40;0500;2xFrango salada,Filé salada,X-Salada (Artesanal 150g),Filé bacon;100,50;Dinheiro
19/05/2026;19:54:09;0721;Lombo bacon,Lombo completo;40,80;Cartão de Crédito
19/05/2026;20:18:11;0446;Lombo tudo;17,90;Cartão de Crédito
19/05/2026;20:22:09;0628;Frango bacon,Molho da casa,Molho da casa;19,70;Cartão de Débito
19/05/2026;20:28:25;0859;Lombo completo;24,90;Pix
19/05/2026;20:32:44;0767;Frango tudo,2xCerveja Lata,Batata frita pequena,Batata frita grande;53,50;Cartão de Crédito
19/05/2026;20:32:52;0059;X-Completo (Padrão);24,90;Cartão de Crédito
19/05/2026;20:43:44;0649;Molho da casa;1,90;Dinheiro
19/05/2026;20:51:01;0434;3xBatata frita pequena,Frango tudo;44,60;Cartão de Crédito
19/05/2026;20:52:11;0494;Filé tudo,3xMolho de alho,X-Salada (Artesanal 150g);55,50;Cartão de Crédito
19/05/2026;20:59:20;0716;X-Salada (Padrão);16,90;Pix
19/05/2026;21:00:22;0569;2xFilé bacon,Lombo bacon,Lombo tudo;69,60;Pix
19/05/2026;21:06:57;0206;2xX-Completo (Artesanal 150g),X-Tudo (Artesanal 150g),Refrigerante lata;78,60;Cartão de Crédito
19/05/2026;21:15:27;0857;Batata frita grande,2xX-Bacon (Artesanal 150g),Frango completo;79,60;Cartão de Crédito
19/05/2026;21:20:38;0495;X-Bacon (Padrão),X-Bacon (Padrão);31,80;Cartão de Crédito
19/05/2026;21:24:07;0741;Frango bacon;15,90;Dinheiro
19/05/2026;21:25:02;0093;Batata frita pequena,Refrigerante lata;12,80;Pix
19/05/2026;21:27:51;0669;X-Salada (Artesanal 150g),X-Salada (Padrão),Molho de alho;47,70;Cartão de Débito
19/05/2026;21:38:47;0164;Batata frita grande,Molho da casa;14,80;Pix
19/05/2026;21:38:59;0439;Lombo salada,X-Completo (Artesanal 150g);42,80;Cartão de Crédito
19/05/2026;21:53:06;0444;Batata frita pequena,Filé salada;28,80;Cartão de Débito
19/05/2026;21:53:40;0423;X-Tudo (Artesanal 150g),2xX-Tudo (Artesanal 150g);68,70;Dinheiro
19/05/2026;22:00:11;0953;Refrigerante litro,Frango completo,Molho de alho,Frango completo;59,60;Cartão de Débito
19/05/2026;22:06:59;0585;Lombo completo,2xRefrigerante litro;40,70;Cartão de Crédito
19/05/2026;22:08:27;0648;Lombo completo,Molho de alho;26,80;Cartão de Crédito
19/05/2026;22:12:41;0689;X-Salada (Padrão),Lombo bacon,2xLombo completo,Lombo salada;99,50;Cartão de Débito
19/05/2026;22:14:42;0405;X-Salada (Artesanal 150g),Refrigerante litro;36,80;Dinheiro
19/05/2026;22:14:46;0776;X-Bacon (Artesanal 150g);20,90;Cartão de Débito
19/05/2026;22:18:50;0355;X-Salada (Padrão);16,90;Pix
19/05/2026;22:25:44;0591;Lombo salada,Refrigerante lata;20,80;Cartão de Crédito
19/05/2026;22:26:13;0478;X-Bacon (Artesanal 150g),2xX-Tudo (Artesanal 150g),Molho de alho;68,60;Pix
19/05/2026;22:40:35;0092;X-Salada (Padrão),Batata frita pequena,2xFilé Completo;83,60;Pix
19/05/2026;22:42:13;0542;X-Tudo (Padrão);17,90;Cartão de Débito
19/05/2026;22:42:19;0695;Batata frita pequena,Lombo tudo;26,80;Pix
19/05/2026;22:50:50;0648;2xFilé salada,Molho da casa,X-Bacon (Padrão);57,60;Pix
19/05/2026;22:51:02;0679;Filé salada,X-Completo (Artesanal 150g),Cerveja Lata,Frango salada;69,60;Cartão de Débito
19/05/2026;22:51:13;0850;Batata frita pequena,X-Bacon (Padrão);24,80;Pix
19/05/2026;22:56:12;0721;Cerveja Lata,Refrigerante litro,X-Bacon (Padrão),Frango tudo;48,60;Pix
19/05/2026;22:56:44;0062;Filé salada,X-Completo (Padrão);44,80;Pix
19/05/2026;22:59:23;0381;Lombo completo,3xX-Tudo (Artesanal 150g),X-Completo (Padrão);118,50;Cartão de Débito
19/05/2026;23:06:24;0667;2xX-Bacon (Artesanal 150g),X-Bacon (Artesanal 150g),Lombo tudo,Molho de alho;82,50;Cartão de Crédito
19/05/2026;23:07:15;0644;Batata frita pequena,Refrigerante lata;12,80;Cartão de Débito
19/05/2026;23:11:08;0157;Frango completo,Cerveja Lata,X-Salada (Padrão),Frango tudo;66,60;Pix
19/05/2026;23:16:45;0289;Frango completo,Frango bacon,Cerveja Lata;47,70;Pix
19/05/2026;23:29:28;0329;Lombo completo,Lombo salada,Filé Completo,2xFrango bacon;102,50;Pix
19/05/2026;23:31:09;0360;Filé bacon,Frango bacon;33,80;Dinheiro
19/05/2026;23:33:30;0227;Refrigerante lata,Filé salada,3xLombo salada,Filé salada;94,40;Dinheiro
19/05/2026;23:37:01;0820;Molho da casa,X-Salada (Artesanal 150g),Refrigerante litro,X-Completo (Artesanal 150g);64,60;Cartão de Débito
19/05/2026;23:50:21;0439;Molho da casa;1,90;Pix
19/05/2026;23:50:55;0581;X-Tudo (Artesanal 150g),Filé salada,Batata frita grande;55,70;Cartão de Débito
19/05/2026;23:53:32;0253;X-Tudo (Artesanal 150g),X-Completo (Artesanal 150g),Frango tudo;66,70;Cartão de Crédito
20/05/2026;18:06:01;0544;Molho de alho,Lombo bacon,Frango salada;34,70;Cartão de Crédito
20/05/2026;18:09:19;0023;Refrigerante litro,Molho da casa;9,80;Dinheiro
20/05/2026;18:27:59;0780;Filé bacon,2xLombo completo;67,70;Cartão de Crédito
20/05/2026;18:35:00;0162;Filé tudo,Filé salada;40,80;Pix
20/05/2026;18:59:35;0506;Refrigerante lata;3,90;Pix
20/05/2026;19:02:34;0674;Filé bacon,Filé Completo,Batata frita grande,Lombo salada;76,60;Cartão de Crédito
20/05/2026;19:13:46;0096;X-Salada (Padrão),Refrigerante litro,Filé bacon,Batata frita pequena;51,60;Cartão de Crédito
20/05/2026;19:14:55;0603;X-Completo (Padrão),X-Bacon (Artesanal 150g);45,80;Cartão de Crédito
20/05/2026;19:15:31;0598;X-Completo (Artesanal 150g),X-Completo (Artesanal 150g),Frango tudo,X-Salada (Padrão);86,60;Cartão de Crédito
20/05/2026;19:24:00;0807;X-Completo (Artesanal 150g),Filé salada,Refrigerante litro;53,70;Dinheiro
20/05/2026;19:39:41;0086;Filé bacon,Lombo bacon;33,80;Cartão de Crédito
20/05/2026;19:48:12;0623;X-Salada (Artesanal 150g);28,90;Cartão de Crédito
20/05/2026;19:57:46;0704;X-Tudo (Padrão),Frango bacon;33,80;Pix
20/05/2026;20:03:20;0305;Batata frita grande,Frango salada,Filé bacon;47,70;Pix
20/05/2026;20:04:06;0191;X-Bacon (Padrão),Frango tudo,2xX-Bacon (Padrão),Refrigerante lata;69,50;Cartão de Crédito
20/05/2026;20:07:33;0235;Frango completo;24,90;Cartão de Crédito
20/05/2026;20:36:02;0330;Lombo salada,Lombo bacon,Batata frita pequena;41,70;Cartão de Débito
20/05/2026;20:36:52;0829;Lombo salada,Lombo salada,Filé Completo;62,70;Cartão de Débito
20/05/2026;20:44:05;0759;Frango completo,2xFilé salada;64,70;Pix
20/05/2026;20:47:13;0471;Filé tudo;20,90;Cartão de Débito
20/05/2026;20:47:51;0581;Refrigerante lata;3,90;Pix
20/05/2026;20:58:43;0185;Frango completo,X-Tudo (Padrão);42,80;Cartão de Crédito
20/05/2026;21:03:05;0862;X-Tudo (Padrão),Lombo bacon;33,80;Cartão de Débito
20/05/2026;21:05:38;0472;X-Salada (Artesanal 150g),Filé salada;48,80;Cartão de Crédito
20/05/2026;21:06:37;0248;Molho de alho;1,90;Cartão de Débito
20/05/2026;21:08:59;0399;Frango salada,3xLombo tudo,X-Bacon (Artesanal 150g);91,50;Cartão de Crédito
20/05/2026;21:10:10;0107;Filé Completo;28,90;Pix
20/05/2026;21:12:46;0523;Frango completo,Filé salada,Lombo tudo;62,70;Pix
20/05/2026;21:17:15;0345;Frango bacon,Lombo tudo,Filé bacon,X-Bacon (Padrão);67,60;Cartão de Crédito
20/05/2026;21:19:41;0255;X-Completo (Artesanal 150g),X-Salada (Padrão),Frango salada,Cerveja Lata;66,60;Cartão de Crédito
20/05/2026;21:20:07;0890;2xLombo completo,Cerveja Lata,Filé salada,X-Tudo (Artesanal 150g);99,50;Cartão de Crédito
20/05/2026;21:23:10;0464;2xX-Salada (Padrão);33,80;Cartão de Débito
20/05/2026;21:23:41;0438;2xFilé tudo;41,80;Cartão de Crédito
20/05/2026;21:25:30;0740;Filé salada,Refrigerante litro;27,80;Cartão de Débito
20/05/2026;21:28:27;0736;X-Salada (Artesanal 150g),2xFrango bacon,Filé salada;80,60;Cartão de Crédito
20/05/2026;21:29:46;0576;Filé bacon,Molho da casa,Filé bacon;37,70;Pix
20/05/2026;21:32:18;0786;X-Bacon (Padrão),3xCerveja Lata,Frango completo;61,50;Cartão de Crédito
20/05/2026;21:42:55;0516;X-Bacon (Artesanal 150g),Frango bacon;36,80;Cartão de Débito
20/05/2026;21:43:09;0477;Frango salada,X-Salada (Padrão);33,80;Cartão de Crédito
20/05/2026;21:45:43;0939;Filé bacon,X-Tudo (Padrão),Filé salada,2xFrango salada;89,50;Cartão de Débito
20/05/2026;21:55:47;0668;X-Tudo (Padrão);17,90;Cartão de Crédito
20/05/2026;21:58:06;0741;2xX-Completo (Padrão),Lombo tudo;67,70;Pix
20/05/2026;22:08:56;0510;Frango salada;16,90;Cartão de Crédito
20/05/2026;22:18:01;0158;3xX-Bacon (Padrão),X-Bacon (Artesanal 150g),Frango tudo,Refrigerante litro;94,40;Cartão de Débito
20/05/2026;22:20:23;0604;Lombo tudo,X-Tudo (Artesanal 150g),X-Tudo (Padrão),X-Bacon (Padrão);74,60;Cartão de Débito
20/05/2026;22:22:24;0236;Lombo completo,Molho de alho,Cerveja Lata,X-Tudo (Artesanal 150g);56,60;Pix
20/05/2026;22:22:25;0824;2xFilé Completo;57,80;Dinheiro
20/05/2026;22:32:35;0758;X-Completo (Artesanal 150g),Filé salada,Cerveja Lata,Frango tudo;70,60;Cartão de Crédito
20/05/2026;22:33:47;0186;Batata frita grande;12,90;Cartão de Débito
20/05/2026;22:42:06;0317;X-Bacon (Padrão);15,90;Cartão de Débito
20/05/2026;22:46:19;0037;Filé bacon,3xFilé tudo;80,60;Pix
20/05/2026;22:53:53;0260;Molho da casa,Frango completo,Lombo completo,Lombo bacon;67,60;Pix
20/05/2026;23:09:41;0447;Filé bacon,Filé salada,X-Salada (Artesanal 150g),X-Completo (Padrão);91,60;Cartão de Crédito
20/05/2026;23:14:12;0252;X-Salada (Artesanal 150g);28,90;Cartão de Crédito
20/05/2026;23:23:05;0808;Lombo completo,Lombo bacon,X-Completo (Artesanal 150g),Molho da casa;68,60;Cartão de Débito
20/05/2026;23:32:40;0572;Molho da casa,X-Salada (Padrão),X-Salada (Padrão),X-Completo (Artesanal 150g);61,60;Cartão de Crédito
20/05/2026;23:32:58;0983;Cerveja Lata,Frango tudo,Frango salada,X-Completo (Artesanal 150g);67,60;Cartão de Crédito
21/05/2026;18:16:46;0849;X-Salada (Padrão),Cerveja Lata,X-Tudo (Artesanal 150g);46,70;Cartão de Débito
21/05/2026;18:23:55;0421;Cerveja Lata;6,90;Cartão de Crédito
21/05/2026;18:34:28;0448;Filé tudo;20,90;Cartão de Débito
21/05/2026;18:42:36;0239;Lombo bacon,Frango tudo,X-Bacon (Padrão);49,70;Pix
21/05/2026;18:58:30;0764;Lombo salada;16,90;Pix
21/05/2026;19:05:46;0719;X-Salada (Artesanal 150g);28,90;Cartão de Débito
21/05/2026;19:16:48;0309;Lombo salada,Batata frita pequena,Cerveja Lata,Molho de alho;34,60;Cartão de Débito
21/05/2026;19:16:56;0334;X-Salada (Artesanal 150g),Frango completo,Filé salada,2xMolho da casa;77,50;Cartão de Débito
21/05/2026;19:17:30;0585;Molho de alho,2xX-Completo (Artesanal 150g),2xX-Completo (Artesanal 150g);105,50;Cartão de Débito
21/05/2026;19:21:14;0490;Refrigerante litro,2xFilé salada;47,70;Pix
21/05/2026;19:21:54;0985;Lombo salada,Frango tudo,Refrigerante lata;38,70;Dinheiro
21/05/2026;19:24:42;0096;Frango salada,Molho da casa;18,80;Cartão de Crédito
21/05/2026;19:27:36;0598;X-Completo (Padrão);24,90;Cartão de Débito
21/05/2026;19:30:46;0422;Cerveja Lata,Lombo tudo,2xFrango salada;58,60;Pix
21/05/2026;19:33:19;0917;2xFilé Completo,X-Completo (Padrão),2xX-Bacon (Artesanal 150g),X-Bacon (Padrão);140,40;Cartão de Crédito
21/05/2026;19:39:00;0425;Frango bacon,X-Bacon (Padrão),2xLombo tudo;67,60;Cartão de Crédito
21/05/2026;19:47:07;0723;X-Bacon (Artesanal 150g),X-Tudo (Artesanal 150g),X-Bacon (Padrão),X-Tudo (Artesanal 150g);82,60;Cartão de Crédito
21/05/2026;19:55:05;0064;Batata frita pequena,Lombo salada,X-Bacon (Artesanal 150g);46,70;Cartão de Crédito
21/05/2026;20:02:41;0754;2xX-Tudo (Padrão),Filé Completo;64,70;Dinheiro
21/05/2026;20:05:14;0691;2xFilé salada,X-Tudo (Padrão),Cerveja Lata,Molho de alho;66,50;Dinheiro
21/05/2026;20:07:30;0690;Lombo bacon;15,90;Dinheiro
21/05/2026;20:23:42;0030;Lombo tudo;17,90;Dinheiro
21/05/2026;20:24:07;0719;Frango completo,X-Salada (Artesanal 150g),2xX-Tudo (Padrão);89,60;Cartão de Crédito
21/05/2026;20:27:34;0625;Molho da casa,Refrigerante lata,X-Bacon (Artesanal 150g);26,70;Pix
21/05/2026;20:30:40;0667;Lombo tudo,3xLombo bacon,X-Tudo (Padrão),X-Completo (Artesanal 150g);109,40;Pix
21/05/2026;20:37:09;0476;Batata frita grande,Frango salada,2xMolho de alho,X-Tudo (Padrão);51,50;Cartão de Crédito
21/05/2026;20:44:53;0195;Refrigerante lata;3,90;Cartão de Crédito
21/05/2026;20:47:20;0330;2xX-Salada (Padrão);33,80;Pix
21/05/2026;20:48:44;0663;Refrigerante lata,X-Completo (Artesanal 150g),X-Salada (Padrão);46,70;Cartão de Débito
21/05/2026;20:49:28;0031;Refrigerante litro,Refrigerante litro;15,80;Pix
21/05/2026;21:00:33;0589;3xX-Completo (Artesanal 150g),Filé salada,Filé tudo,X-Tudo (Padrão);136,40;Cartão de Crédito
21/05/2026;21:01:25;0615;2xFilé tudo,Frango salada,Filé salada,2xFrango bacon;110,40;Cartão de Débito
21/05/2026;21:02:29;0913;2xRefrigerante litro,Frango completo;40,70;Cartão de Crédito
21/05/2026;21:12:22;0005;X-Salada (Artesanal 150g),Batata frita grande;41,80;Pix
21/05/2026;21:21:36;0887;X-Completo (Artesanal 150g),Cerveja Lata,2xRefrigerante litro,Frango salada;65,50;Dinheiro
21/05/2026;21:32:38;0954;2xX-Bacon (Padrão);31,80;Pix
21/05/2026;22:04:29;0213;X-Tudo (Artesanal 150g);22,90;Dinheiro
21/05/2026;22:05:02;0687;Filé tudo;20,90;Cartão de Débito
21/05/2026;22:25:55;0260;Batata frita pequena,2xBatata frita pequena,X-Bacon (Artesanal 150g),2xX-Bacon (Artesanal 150g);89,40;Pix
21/05/2026;22:47:45;0749;2xBatata frita pequena,X-Bacon (Artesanal 150g),3xBatata frita pequena;65,40;Cartão de Débito
21/05/2026;22:48:28;0843;Lombo salada;16,90;Pix
21/05/2026;22:52:12;0780;Frango salada,2xX-Salada (Artesanal 150g),Molho da casa,X-Bacon (Padrão);92,50;Dinheiro
21/05/2026;22:52:40;0286;X-Tudo (Artesanal 150g),Frango tudo,2xBatata frita pequena;58,60;Cartão de Débito
21/05/2026;22:53:42;0502;Filé bacon;17,90;Cartão de Crédito
21/05/2026;22:56:20;0631;2xFilé tudo,Frango salada,Molho de alho;60,60;Cartão de Crédito
21/05/2026;23:00:45;0174;Frango tudo,Lombo completo;42,80;Pix
21/05/2026;23:02:29;0157;2xFrango completo;49,80;Cartão de Crédito
21/05/2026;23:06:54;0158;Lombo tudo,X-Completo (Artesanal 150g),Filé bacon,3xFilé tudo;124,40;Cartão de Débito
21/05/2026;23:09:39;0129;Refrigerante lata;3,90;Pix
21/05/2026;23:13:54;0730;Lombo bacon,Refrigerante litro;23,80;Pix
21/05/2026;23:22:10;0416;Filé tudo,X-Bacon (Padrão);36,80;Cartão de Crédito
21/05/2026;23:23:58;0164;2xMolho de alho,Molho de alho;5,70;Cartão de Débito
21/05/2026;23:25:17;0124;X-Bacon (Padrão),2xRefrigerante litro,Molho de alho,X-Completo (Artesanal 150g);59,50;Pix
21/05/2026;23:30:23;0880;X-Salada (Artesanal 150g),X-Salada (Padrão);45,80;Pix
21/05/2026;23:37:52;0217;Filé tudo,Frango completo;45,80;Cartão de Débito
21/05/2026;23:38:16;0199;Frango salada,Batata frita pequena;25,80;Pix
21/05/2026;23:46:13;0771;Frango bacon,Molho de alho,Frango tudo;35,70;Cartão de Crédito
22/05/2026;18:03:59;0403;Filé tudo,X-Tudo (Padrão),Filé bacon;56,70;Pix
22/05/2026;18:06:15;0946;Molho de alho;1,90;Pix
22/05/2026;18:09:35;0143;2xLombo tudo;35,80;Pix
22/05/2026;18:21:51;0162;Lombo salada,Molho de alho,Cerveja Lata,X-Tudo (Artesanal 150g);48,60;Dinheiro
22/05/2026;18:23:01;0352;X-Completo (Artesanal 150g),X-Salada (Artesanal 150g),Batata frita pequena;63,70;Cartão de Débito
22/05/2026;18:28:52;0782;Cerveja Lata,Molho de alho,Refrigerante lata,X-Salada (Padrão);29,60;Pix
22/05/2026;18:29:46;0856;Batata frita grande,2xLombo completo,Filé tudo,Lombo tudo;101,50;Cartão de Débito
22/05/2026;19:00:05;0754;X-Tudo (Padrão),Frango completo,Frango completo,2xLombo bacon;99,50;Cartão de Crédito
22/05/2026;19:00:39;0536;2xX-Bacon (Padrão),2xFrango bacon,2xFrango bacon,X-Tudo (Artesanal 150g);118,30;Cartão de Débito
22/05/2026;19:06:20;0396;X-Tudo (Artesanal 150g);22,90;Cartão de Débito
22/05/2026;19:06:52;0170;Filé Completo,X-Tudo (Artesanal 150g),Batata frita pequena;60,70;Pix
22/05/2026;19:17:51;0925;Frango tudo;17,90;Pix
22/05/2026;19:22:40;0510;X-Tudo (Padrão);17,90;Cartão de Crédito
22/05/2026;19:28:30;0182;X-Bacon (Padrão),Filé salada,X-Completo (Padrão);60,70;Cartão de Crédito
22/05/2026;19:31:59;0879;Cerveja Lata,Lombo tudo;24,80;Pix
22/05/2026;19:33:21;0794;Filé bacon,Refrigerante litro,2xFrango completo,3xBatata frita grande;114,30;Cartão de Débito
22/05/2026;19:45:00;0145;X-Bacon (Artesanal 150g);20,90;Pix
22/05/2026;19:46:07;0593;X-Bacon (Artesanal 150g),Filé Completo,Lombo salada;66,70;Pix
22/05/2026;19:46:34;0677;X-Salada (Artesanal 150g),Lombo tudo,3xFilé Completo,X-Tudo (Artesanal 150g);156,40;Cartão de Crédito
22/05/2026;19:50:59;0548;Frango tudo,Frango tudo;35,80;Pix
22/05/2026;19:54:44;0851;Molho da casa,Lombo completo,Refrigerante litro;34,70;Cartão de Débito
22/05/2026;20:05:59;0315;Cerveja Lata;6,90;Dinheiro
22/05/2026;20:17:02;0607;X-Completo (Padrão),Molho da casa,Cerveja Lata,X-Completo (Artesanal 150g);59,60;Cartão de Crédito
22/05/2026;20:28:21;0323;Filé bacon;17,90;Pix
22/05/2026;20:28:36;0399;Lombo bacon,3xCerveja Lata,Frango tudo,Batata frita grande;67,40;Pix
22/05/2026;20:30:19;0265;X-Salada (Padrão);16,90;Pix
22/05/2026;20:37:10;0752;Filé tudo,X-Tudo (Padrão),Molho da casa;40,70;Pix
22/05/2026;20:42:42;0346;Frango completo;24,90;Dinheiro
22/05/2026;20:44:21;0318;Filé salada,Filé tudo,Cerveja Lata;47,70;Pix
22/05/2026;20:53:00;0196;Refrigerante lata,Filé Completo,Frango salada,Batata frita grande;62,60;Cartão de Crédito
22/05/2026;20:55:14;0407;X-Completo (Artesanal 150g),2xRefrigerante litro,X-Bacon (Artesanal 150g),Frango salada;79,50;Cartão de Débito
22/05/2026;21:05:48;0487;Frango bacon,2xBatata frita grande;41,70;Cartão de Crédito
22/05/2026;21:06:27;0798;Lombo tudo;17,90;Pix
22/05/2026;21:07:13;0751;2xLombo completo,Lombo salada,Batata frita pequena,X-Completo (Artesanal 150g);101,50;Cartão de Crédito
22/05/2026;21:08:53;0263;X-Salada (Padrão);16,90;Cartão de Crédito
22/05/2026;21:10:23;0287;2xFrango salada,X-Bacon (Padrão);49,70;Pix
22/05/2026;21:16:18;0233;Frango salada,Frango tudo,2xX-Completo (Padrão),Lombo tudo;102,50;Cartão de Débito
22/05/2026;21:21:11;0327;Lombo salada,Filé salada;36,80;Cartão de Débito
22/05/2026;21:23:14;0269;Frango bacon;15,90;Pix
22/05/2026;21:25:25;0156;X-Completo (Padrão),Filé salada,X-Tudo (Padrão),Frango tudo;80,60;Pix
22/05/2026;21:27:47;0685;Molho de alho,Refrigerante litro,Molho da casa;11,70;Dinheiro
22/05/2026;21:32:51;0610;3xX-Tudo (Padrão);53,70;Cartão de Débito
22/05/2026;21:34:49;0540;Lombo salada,Filé Completo,Frango bacon,Lombo tudo;79,60;Dinheiro
22/05/2026;21:52:27;0861;Lombo tudo,X-Tudo (Artesanal 150g);40,80;Cartão de Débito
22/05/2026;21:54:16;0505;Refrigerante lata;3,90;Pix
22/05/2026;21:55:05;0714;X-Tudo (Padrão),X-Tudo (Artesanal 150g),X-Salada (Artesanal 150g),X-Completo (Padrão);94,60;Pix
22/05/2026;21:56:08;0373;Batata frita grande,X-Completo (Artesanal 150g),X-Salada (Artesanal 150g),X-Bacon (Artesanal 150g);88,60;Cartão de Crédito
22/05/2026;21:58:09;0321;Molho da casa,X-Bacon (Padrão),2xFilé bacon;53,60;Cartão de Crédito
22/05/2026;22:04:20;0476;Batata frita grande;12,90;Cartão de Débito
22/05/2026;22:06:35;0765;Lombo salada;16,90;Cartão de Débito
22/05/2026;22:15:14;0549;Frango salada,X-Completo (Padrão);41,80;Cartão de Débito
22/05/2026;22:16:56;0952;Frango salada,X-Tudo (Artesanal 150g),Batata frita pequena;48,70;Pix
22/05/2026;22:42:50;0102;Molho da casa,Filé tudo,Frango completo,Filé salada;67,60;Pix
22/05/2026;22:48:34;0296;Filé Completo,Filé salada,Molho de alho,2xBatata frita grande;76,50;Pix
22/05/2026;22:50:06;0378;Molho de alho,X-Salada (Padrão);18,80;Pix
22/05/2026;23:03:10;0412;2xFilé Completo,Filé Completo,2xFilé Completo;144,50;Pix
22/05/2026;23:09:37;0691;Frango salada;16,90;Cartão de Crédito
22/05/2026;23:12:29;0811;Filé bacon,X-Bacon (Padrão),Lombo bacon;49,70;Pix
22/05/2026;23:15:13;0930;Batata frita grande;12,90;Pix
22/05/2026;23:30:40;0509;Frango bacon,Refrigerante litro,Refrigerante lata,Filé bacon;45,60;Cartão de Débito
22/05/2026;23:35:15;0876;X-Tudo (Padrão),X-Tudo (Padrão),Filé tudo;56,70;Cartão de Débito
22/05/2026;23:39:38;0790;X-Completo (Artesanal 150g),Filé salada,2xFilé tudo,Filé tudo;108,50;Pix
22/05/2026;23:48:43;0270;Frango bacon,Cerveja Lata,Lombo bacon;38,70;Dinheiro
22/05/2026;23:50:35;0763;Frango salada,Filé salada,X-Completo (Artesanal 150g);62,70;Cartão de Crédito
22/05/2026;23:51:14;0053;X-Bacon (Padrão),Lombo salada;32,80;Cartão de Débito
23/05/2026;18:00:53;0458;2xBatata frita pequena,X-Completo (Padrão),Frango completo,3xX-Tudo (Padrão);121,30;Cartão de Crédito
23/05/2026;18:05:01;0130;Filé bacon,Lombo salada,Molho de alho;36,70;Cartão de Crédito
23/05/2026;18:16:47;0235;Frango bacon,Filé salada,X-Salada (Artesanal 150g);64,70;Pix
23/05/2026;18:30:45;0036;Lombo bacon,Frango completo,Lombo tudo,X-Salada (Artesanal 150g);87,60;Dinheiro
23/05/2026;18:36:10;0493;Molho de alho,X-Completo (Artesanal 150g),2xX-Tudo (Padrão),X-Completo (Padrão);88,50;Cartão de Crédito
23/05/2026;18:44:11;0833;X-Tudo (Padrão),Molho da casa;19,80;Cartão de Crédito
23/05/2026;18:45:29;0909;2xLombo tudo,X-Salada (Padrão),Frango tudo,X-Completo (Padrão);95,50;Cartão de Débito
23/05/2026;18:52:19;0724;Filé bacon;17,90;Pix
23/05/2026;18:57:44;0154;X-Bacon (Padrão),Frango bacon,3xLombo tudo,X-Tudo (Artesanal 150g);108,40;Pix
23/05/2026;19:07:01;0301;X-Salada (Artesanal 150g);28,90;Cartão de Crédito
23/05/2026;19:10:27;0621;Filé Completo;28,90;Pix
23/05/2026;19:16:58;0365;X-Completo (Padrão);24,90;Pix
23/05/2026;19:17:44;0123;X-Tudo (Artesanal 150g),Batata frita grande;35,80;Dinheiro
23/05/2026;19:22:21;0048;Molho da casa;1,90;Pix
23/05/2026;19:25:26;0372;Frango tudo,Frango salada,Molho da casa,Filé Completo;65,60;Cartão de Crédito
23/05/2026;19:27:26;0875;Batata frita pequena,Filé Completo,Filé bacon;55,70;Cartão de Crédito
23/05/2026;19:32:59;0624;X-Tudo (Artesanal 150g);22,90;Pix
23/05/2026;19:38:40;0642;Batata frita pequena,Batata frita grande,X-Salada (Artesanal 150g),X-Salada (Artesanal 150g);79,60;Pix
23/05/2026;19:41:19;0564;2xX-Salada (Padrão),Batata frita grande,Refrigerante lata;50,60;Pix
23/05/2026;19:41:56;0522;2xX-Bacon (Padrão),Frango bacon,Molho da casa;49,60;Cartão de Crédito
23/05/2026;19:42:10;0261;Lombo bacon,Molho de alho;17,80;Cartão de Débito
23/05/2026;19:44:16;0049;Frango bacon,Lombo completo,X-Salada (Artesanal 150g);69,70;Dinheiro
23/05/2026;20:14:57;0242;Filé Completo,Filé Completo,Frango completo;82,70;Cartão de Débito
23/05/2026;20:15:40;0514;X-Tudo (Padrão),Filé salada,X-Completo (Padrão);62,70;Cartão de Crédito
23/05/2026;20:21:30;0057;X-Tudo (Artesanal 150g),Lombo completo,2xLombo completo,Lombo tudo;115,50;Cartão de Crédito
23/05/2026;20:27:22;0468;2xBatata frita pequena,Filé salada;37,70;Cartão de Débito
23/05/2026;20:39:55;0701;Lombo bacon,Filé bacon,2xLombo completo;83,60;Cartão de Crédito
23/05/2026;20:44:51;0051;Filé bacon,Filé Completo;46,80;Cartão de Débito
23/05/2026;20:48:45;0090;X-Salada (Artesanal 150g);28,90;Cartão de Crédito
23/05/2026;20:57:13;0063;X-Completo (Artesanal 150g),Filé bacon,2xLombo completo,Frango completo;118,50;Cartão de Crédito
23/05/2026;20:59:16;0047;Filé salada,Cerveja Lata,2xFrango completo;76,60;Pix
23/05/2026;21:06:05;0984;Refrigerante litro;7,90;Dinheiro
23/05/2026;21:08:05;0653;Cerveja Lata;6,90;Cartão de Débito
23/05/2026;21:08:59;0908;Filé Completo,Batata frita grande,Batata frita grande,X-Tudo (Artesanal 150g);77,60;Cartão de Crédito
23/05/2026;21:12:10;0238;X-Tudo (Padrão);17,90;Cartão de Débito
23/05/2026;21:17:16;0313;Molho da casa;1,90;Pix
23/05/2026;21:24:15;0112;Frango bacon;15,90;Pix
23/05/2026;21:30:14;0414;X-Salada (Padrão);16,90;Cartão de Crédito
23/05/2026;21:31:34;0507;Batata frita pequena,Cerveja Lata,3xLombo completo,2xFilé tudo;132,30;Cartão de Débito
23/05/2026;21:36:24;0217;Lombo bacon,Batata frita grande,Filé bacon;46,70;Pix
